,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddHome,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway,OddAway
201410310SAC,166.0,166.0,150.0,170.0,154.0,,170.0,165.0,-182.0,-185.0,-185.0,-200.0,-200.0,,-200.0,-200.0
201411010ATL,-556.0,-625.0,-667.0,-667.0,-667.0,,-667.0,-667.0,470.0,516.0,475.0,475.0,421.0,,475.0,475.0
201411010CHO,-139.0,-147.0,-154.0,-154.0,-161.0,,-152.0,-154.0,127.0,134.0,125.0,135.0,125.0,,129.0,129.0
201411010DET,-147.0,-143.0,-159.0,-149.0,-152.0,,-152.0,-154.0,135.0,129.0,129.0,129.0,118.0,,129.0,129.0
201411010GSW,-1000.0,-1429.0,-1429.0,-2000.0,,,-2000.0,-1250.0,830.0,975.0,900.0,1000.0,,,1000.0,700.0
201411010HOU,-333.0,-303.0,-333.0,-345.0,-323.0,,-333.0,-333.0,300.0,269.0,260.0,275.0,240.0,,265.0,260.0
201411010MIN,135.0,110.0,116.0,110.0,108.0,,110.0,114.0,-147.0,-123.0,-141.0,-130.0,-139.0,,-132.0,-137.0
201411010NOP,108.0,-103.0,-103.0,-110.0,-114.0,,-111.0,-110.0,-118.0,-108.0,-116.0,-110.0,-112.0,,-111.0,-110.0
201411010OKC,181.0,169.0,154.0,170.0,158.0,,167.0,165.0,-200.0,-189.0,-189.0,-200.0,-204.0,,-192.0,-200.0
201411010ORL,225.0,199.0,195.0,200.0,200.0,,215.0,200.0,-250.0,-222.0,-244.0,-238.0,-270.0,,-263.0,-250.0
201411010PHI,420.0,371.0,390.0,325.0,315.0,,375.0,340.0,-476.0,-435.0,-526.0,-455.0,-455.0,,-500.0,-455.0
201411010UTA,125.0,112.0,108.0,110.0,104.0,,110.0,120.0,-137.0,-123.0,-132.0,-130.0,-133.0,,-132.0,-143.0
201411010WAS,-455.0,-435.0,-455.0,-476.0,-455.0,,-455.0,-500.0,395.0,376.0,350.0,350.0,317.0,,350.0,370.0
201411020LAC,-417.0,-500.0,-500.0,-500.0,-476.0,,-526.0,-556.0,365.0,416.0,380.0,400.0,332.0,,400.0,400.0
201411020MIA,-130.0,-123.0,-125.0,-125.0,-132.0,,-132.0,-125.0,120.0,112.0,104.0,104.0,102.0,,110.0,104.0
201411020NYK,-154.0,-159.0,-164.0,-161.0,-169.0,,-161.0,-175.0,142.0,143.0,135.0,140.0,133.0,,140.0,145.0
201411020POR,-137.0,-147.0,-161.0,-154.0,-161.0,,-156.0,-154.0,125.0,134.0,131.0,135.0,125.0,,135.0,129.0
201411030BRK,-286.0,,-303.0,-303.0,-294.0,,-286.0,-294.0,260.0,,235.0,250.0,217.0,,229.0,235.0
201411030DAL,-435.0,-526.0,-526.0,-556.0,-500.0,,-526.0,-588.0,380.0,442.0,390.0,425.0,341.0,,400.0,450.0
201411030DEN,-222.0,-294.0,-286.0,-278.0,-286.0,,-286.0,-303.0,204.0,256.0,229.0,225.0,213.0,,229.0,240.0
201411030LAC,-417.0,-400.0,-556.0,-556.0,-526.0,,-556.0,-714.0,365.0,346.0,409.0,375.0,355.0,,425.0,500.0
201411030MEM,-167.0,-172.0,-179.0,-175.0,-179.0,,-175.0,-189.0,152.0,154.0,148.0,150.0,140.0,,154.0,154.0
201411030PHI,509.0,,575.0,600.0,487.0,,575.0,475.0,-588.0,,-833.0,-909.0,-769.0,,-909.0,-667.0
201411040CHI,-714.0,-588.0,-625.0,-588.0,-625.0,,-625.0,-625.0,590.0,487.0,459.0,400.0,400.0,,450.0,450.0
201411040IND,-175.0,-169.0,-182.0,-179.0,-192.0,,-185.0,-208.0,160.0,152.0,148.0,160.0,147.0,,165.0,170.0
201411040LAL,181.0,219.0,204.0,220.0,199.0,,210.0,210.0,-200.0,-244.0,-256.0,-263.0,-263.0,,-250.0,-263.0
201411040MIA,-118.0,-135.0,-141.0,-135.0,-139.0,,-141.0,-139.0,108.0,122.0,116.0,114.0,108.0,,120.0,114.0
201411040NOP,-179.0,-172.0,-185.0,-179.0,-182.0,,-182.0,-189.0,164.0,156.0,150.0,160.0,141.0,,160.0,154.0
201411040NYK,108.0,110.0,102.0,110.0,102.0,,104.0,-102.0,-118.0,-123.0,-123.0,-130.0,-130.0,,-125.0,-118.0
201411040POR,144.0,125.0,120.0,120.0,110.0,,120.0,120.0,-156.0,-139.0,-145.0,-141.0,-139.0,,-141.0,-143.0
201411040TOR,-714.0,-714.0,-833.0,-909.0,-833.0,,-909.0,-909.0,590.0,587.0,575.0,600.0,498.0,,600.0,590.0
201411050BOS,-133.0,-128.0,-133.0,-130.0,-132.0,,-132.0,-133.0,122.0,117.0,110.0,110.0,102.0,,110.0,110.0
201411050BRK,-208.0,-204.0,-200.0,-208.0,-213.0,,-222.0,-222.0,190.0,181.0,165.0,175.0,162.0,,179.0,179.0
201411050CHO,-102.0,-118.0,-112.0,-120.0,-118.0,,-125.0,-115.0,-106.0,106.0,-108.0,100.0,-108.0,,104.0,-105.0
201411050DET,-172.0,-175.0,-179.0,-179.0,-189.0,,-175.0,-169.0,158.0,158.0,145.0,160.0,146.0,,154.0,140.0
201411050GSW,-189.0,-200.0,-213.0,-208.0,-208.0,,-213.0,-222.0,172.0,179.0,175.0,175.0,159.0,,175.0,179.0
201411050MIL,170.0,179.0,154.0,179.0,154.0,,179.0,195.0,-185.0,-200.0,-192.0,-222.0,-200.0,,-222.0,-238.0
201411050PHI,129.0,124.0,127.0,120.0,117.0,,120.0,125.0,-141.0,-137.0,-154.0,-141.0,-149.0,,-141.0,-149.0
201411050PHO,-116.0,-119.0,-127.0,-125.0,-125.0,,-125.0,-118.0,108.0,108.0,104.0,104.0,-102.0,,104.0,100.0
201411050SAC,-156.0,-161.0,-175.0,-164.0,-172.0,,-167.0,-189.0,144.0,143.0,145.0,145.0,134.0,,145.0,154.0
201411050SAS,-370.0,-385.0,-435.0,-400.0,-385.0,,-400.0,-400.0,330.0,333.0,325.0,300.0,279.0,,320.0,309.0
201411050UTA,220.0,188.0,175.0,190.0,175.0,,190.0,200.0,-244.0,-208.0,-217.0,-233.0,-227.0,,-233.0,-250.0
201411050WAS,-500.0,-500.0,-526.0,-556.0,-526.0,,-556.0,-556.0,430.0,430.0,390.0,375.0,357.0,,425.0,400.0
201411060HOU,-323.0,-278.0,-270.0,-303.0,-286.0,,-294.0,-286.0,290.0,248.0,215.0,250.0,216.0,,235.0,229.0
201411060POR,-116.0,-120.0,-137.0,-130.0,-133.0,,-132.0,-137.0,108.0,110.0,112.0,110.0,104.0,,110.0,114.0
201411070BOS,-250.0,-222.0,-238.0,-222.0,-238.0,,-244.0,-238.0,225.0,200.0,190.0,179.0,179.0,,200.0,195.0
201411070BRK,-217.0,-233.0,-256.0,-238.0,-250.0,,-244.0,-250.0,198.0,204.0,204.0,200.0,188.0,,200.0,200.0
201411070CHO,-123.0,-120.0,-130.0,-125.0,-123.0,,-125.0,-125.0,114.0,108.0,106.0,104.0,-103.0,,104.0,104.0
201411070DEN,175.0,235.0,215.0,220.0,195.0,,220.0,220.0,-192.0,-263.0,-270.0,-263.0,-256.0,,-270.0,-278.0
201411070DET,-172.0,-192.0,-192.0,-189.0,-200.0,,-200.0,-196.0,158.0,173.0,154.0,165.0,154.0,,170.0,160.0
201411070OKC,265.0,264.0,265.0,260.0,227.0,,260.0,260.0,-294.0,-303.0,-333.0,-323.0,-312.0,,-323.0,-333.0
201411070ORL,172.0,152.0,145.0,154.0,140.0,,150.0,154.0,-189.0,-169.0,-175.0,-175.0,-182.0,,-172.0,-189.0
201411070PHI,459.0,465.0,459.0,400.0,384.0,,450.0,550.0,-526.0,-556.0,-625.0,-588.0,-588.0,,-625.0,-833.0
201411070PHO,-196.0,-196.0,-213.0,-208.0,-213.0,,-213.0,-213.0,179.0,175.0,175.0,175.0,163.0,,175.0,175.0
201411070TOR,-156.0,-172.0,-149.0,-169.0,-175.0,,-175.0,-161.0,144.0,154.0,123.0,150.0,136.0,,154.0,135.0
201411070UTA,134.0,131.0,120.0,125.0,116.0,,125.0,125.0,-145.0,-145.0,-147.0,-145.0,-147.0,,-147.0,-149.0
201411080ATL,-244.0,-278.0,-303.0,-278.0,-278.0,,-286.0,-303.0,220.0,244.0,240.0,240.0,208.0,,229.0,240.0
201411080CHI,-455.0,-500.0,-526.0,-500.0,-526.0,,-526.0,-556.0,395.0,426.0,390.0,400.0,355.0,,400.0,400.0
201411080HOU,144.0,134.0,135.0,135.0,122.0,,135.0,135.0,-156.0,-147.0,-164.0,-154.0,-156.0,,-156.0,-164.0
201411080IND,152.0,142.0,129.0,129.0,124.0,,135.0,135.0,-167.0,-156.0,-161.0,-149.0,-159.0,,-156.0,-164.0
201411080LAC,-179.0,-185.0,-200.0,-189.0,-189.0,,-185.0,-200.0,164.0,166.0,160.0,165.0,146.0,,165.0,165.0
201411080MIA,-333.0,-345.0,-345.0,-345.0,-357.0,,-345.0,-385.0,300.0,297.0,270.0,275.0,256.0,,270.0,300.0
201411080MIL,186.0,175.0,175.0,170.0,154.0,,167.0,170.0,-204.0,-196.0,-217.0,-200.0,-200.0,,-192.0,-208.0
201411080SAS,-345.0,-303.0,-345.0,-323.0,-333.0,,-312.0,-345.0,309.0,264.0,270.0,260.0,241.0,,250.0,275.0
201411090BRK,-385.0,-435.0,-455.0,-400.0,-417.0,,-455.0,-400.0,340.0,375.0,350.0,300.0,295.0,,350.0,309.0
201411090DAL,-323.0,-370.0,-370.0,-357.0,-357.0,,-370.0,-385.0,290.0,321.0,290.0,280.0,262.0,,280.0,290.0
201411090DET,-154.0,-167.0,-169.0,-169.0,-172.0,,-172.0,-182.0,142.0,150.0,138.0,150.0,135.0,,150.0,150.0
201411090LAL,122.0,122.0,116.0,125.0,114.0,,120.0,110.0,-133.0,-135.0,-141.0,-145.0,-145.0,,-141.0,-133.0
201411090OKC,122.0,114.0,112.0,114.0,112.0,,114.0,114.0,-133.0,-127.0,-137.0,-135.0,-143.0,,-135.0,-137.0
201411090PHO,-137.0,-137.0,-145.0,-135.0,-145.0,,-147.0,-143.0,125.0,125.0,120.0,114.0,112.0,,125.0,120.0
201411090POR,-455.0,-455.0,-556.0,-455.0,-455.0,,-455.0,-556.0,395.0,390.0,409.0,350.0,321.0,,350.0,400.0
201411090TOR,-1000.0,-1667.0,-1667.0,-1667.0,-1667.0,,-1667.0,-2000.0,830.0,1125.0,1050.0,900.0,777.0,,950.0,950.0
201411100CHI,-476.0,-526.0,-625.0,-556.0,-625.0,,-556.0,-714.0,420.0,434.0,440.0,375.0,405.0,,425.0,500.0
201411100CLE,-244.0,-233.0,-233.0,-238.0,-244.0,,-244.0,-238.0,220.0,210.0,185.0,200.0,184.0,,200.0,195.0
201411100IND,-127.0,-147.0,-149.0,-149.0,-141.0,,-147.0,-143.0,116.0,131.0,123.0,129.0,110.0,,125.0,120.0
201411100LAC,-139.0,-123.0,-130.0,-125.0,-130.0,,-132.0,-143.0,127.0,112.0,106.0,104.0,102.0,,110.0,120.0
201411100NYK,114.0,116.0,100.0,110.0,106.0,,114.0,114.0,-125.0,-128.0,-120.0,-130.0,-135.0,,-135.0,-137.0
201411110DAL,-345.0,-357.0,-370.0,-370.0,-357.0,,-370.0,-385.0,309.0,313.0,280.0,300.0,258.0,,290.0,300.0
201411110GSW,-303.0,-312.0,-323.0,-323.0,-333.0,,-333.0,-400.0,270.0,277.0,254.0,260.0,242.0,,265.0,309.0
201411110MEM,-556.0,-625.0,-625.0,-556.0,-625.0,,-667.0,-588.0,470.0,516.0,459.0,400.0,396.0,,475.0,425.0
201411110MIL,-139.0,-128.0,-137.0,-141.0,-139.0,,-135.0,-149.0,127.0,116.0,112.0,120.0,108.0,,114.0,125.0
201411110POR,-278.0,-278.0,-294.0,-303.0,-286.0,,-286.0,-333.0,250.0,244.0,229.0,250.0,213.0,,229.0,260.0
201411110TOR,-714.0,-667.0,-714.0,-714.0,-714.0,,-769.0,-833.0,590.0,552.0,509.0,500.0,440.0,,525.0,550.0
201411120ATL,-303.0,-303.0,-333.0,-323.0,-312.0,,-323.0,-333.0,270.0,264.0,260.0,260.0,231.0,,260.0,260.0
201411120BOS,-312.0,-312.0,-323.0,-323.0,-294.0,,-357.0,-345.0,280.0,275.0,250.0,260.0,217.0,,275.0,275.0
201411120DEN,-132.0,-141.0,-145.0,-141.0,-145.0,,-147.0,-143.0,122.0,127.0,120.0,120.0,112.0,,125.0,120.0
201411120MIA,-385.0,-400.0,-435.0,-400.0,-400.0,,-435.0,-455.0,340.0,340.0,334.0,320.0,282.0,,325.0,340.0
201411120MIN,229.0,239.0,204.0,210.0,198.0,,225.0,210.0,-256.0,-263.0,-256.0,-250.0,-263.0,,-278.0,-278.0
201411120NOP,-588.0,-625.0,-714.0,-714.0,-667.0,,-714.0,-625.0,509.0,516.0,500.0,500.0,430.0,,500.0,440.0
201411120NYK,-270.0,-263.0,-256.0,-263.0,-270.0,,-286.0,-303.0,245.0,235.0,204.0,220.0,202.0,,229.0,240.0
201411120PHO,-185.0,-189.0,-192.0,-200.0,-192.0,,-185.0,-208.0,170.0,169.0,154.0,170.0,148.0,,165.0,170.0
201411120WAS,-263.0,-250.0,-286.0,-250.0,-263.0,,-270.0,-286.0,240.0,222.0,225.0,210.0,200.0,,220.0,229.0
201411130DAL,-1250.0,-1667.0,-1667.0,-1667.0,-2500.0,,-2000.0,-1667.0,950.0,1075.0,950.0,900.0,871.0,,1000.0,900.0
201411130GSW,-500.0,-556.0,-625.0,-588.0,-556.0,,-556.0,-588.0,430.0,468.0,459.0,450.0,374.0,,425.0,430.0
201411130MEM,-233.0,-222.0,-222.0,-233.0,-233.0,,-233.0,-263.0,213.0,199.0,179.0,190.0,179.0,,190.0,210.0
201411130TOR,-118.0,-130.0,-141.0,-141.0,-145.0,,-135.0,-137.0,108.0,118.0,116.0,120.0,114.0,,114.0,114.0
201411140ATL,-179.0,-189.0,-192.0,-200.0,-204.0,,-213.0,-175.0,164.0,169.0,154.0,170.0,158.0,,175.0,145.0
201411140BOS,225.0,210.0,195.0,200.0,184.0,,215.0,220.0,-250.0,-233.0,-244.0,-250.0,-244.0,,-263.0,-278.0
201411140HOU,-2000.0,-3333.0,-5000.0,-3333.0,-5000.0,,-5000.0,-5000.0,1400.0,2200.0,2100.0,1200.0,1155.0,,1500.0,1400.0
201411140IND,-145.0,-139.0,-145.0,-161.0,-149.0,,-147.0,-149.0,134.0,125.0,118.0,135.0,116.0,,125.0,125.0
201411140LAL,380.0,350.0,334.0,350.0,291.0,,309.0,340.0,-435.0,-400.0,-455.0,-455.0,-417.0,,-400.0,-455.0
201411140NOP,-400.0,-385.0,-417.0,-357.0,-385.0,,-385.0,-400.0,355.0,330.0,309.0,280.0,272.0,,300.0,309.0
201411140NYK,-169.0,-159.0,-172.0,-164.0,-179.0,,-167.0,-175.0,154.0,144.0,140.0,145.0,138.0,,145.0,145.0
201411140OKC,-139.0,-145.0,-152.0,-154.0,-159.0,,-152.0,-161.0,127.0,131.0,125.0,135.0,124.0,,129.0,135.0
201411140ORL,-149.0,-143.0,-147.0,-149.0,-147.0,,-147.0,-143.0,138.0,129.0,123.0,125.0,116.0,,125.0,120.0
201411140PHO,-250.0,-256.0,-270.0,-303.0,-270.0,,-270.0,-333.0,225.0,227.0,215.0,250.0,202.0,,220.0,260.0
201411150CHI,-435.0,-455.0,-500.0,-455.0,-455.0,,-500.0,-556.0,380.0,384.0,370.0,350.0,319.0,,375.0,400.0
201411150CLE,-286.0,-278.0,-312.0,-303.0,-303.0,,-303.0,-333.0,260.0,248.0,240.0,240.0,222.0,,240.0,260.0
201411150DAL,-714.0,-769.0,-909.0,-833.0,-769.0,,-909.0,-1111.0,590.0,622.0,600.0,600.0,499.0,,575.0,700.0
201411150GSW,-714.0,-714.0,-833.0,-667.0,-769.0,,-769.0,-769.0,590.0,569.0,575.0,500.0,466.0,,525.0,520.0
201411150LAC,-303.0,-303.0,-345.0,-323.0,-312.0,,-333.0,-333.0,270.0,269.0,265.0,260.0,231.0,,265.0,260.0
201411150MEM,-476.0,-476.0,-526.0,-500.0,-500.0,,-500.0,-556.0,420.0,404.0,400.0,400.0,334.0,,375.0,400.0
201411150POR,-149.0,-141.0,-145.0,-141.0,-147.0,,-141.0,-154.0,138.0,127.0,120.0,120.0,114.0,,120.0,129.0
201411150SAC,118.0,106.0,104.0,100.0,-102.0,,104.0,110.0,-128.0,-118.0,-127.0,-120.0,-125.0,,-125.0,-133.0
201411150TOR,-667.0,-714.0,-909.0,-769.0,-769.0,,-769.0,-714.0,550.0,587.0,650.0,550.0,482.0,,550.0,500.0
201411150WAS,-417.0,-435.0,-476.0,-500.0,-476.0,,-500.0,-526.0,365.0,373.0,359.0,400.0,328.0,,375.0,384.0
201411160LAL,330.0,336.0,300.0,300.0,260.0,,325.0,320.0,-370.0,-385.0,-400.0,-400.0,-357.0,,-435.0,-417.0
201411160MIA,-208.0,-200.0,-200.0,-208.0,-204.0,,-200.0,-222.0,190.0,179.0,165.0,175.0,156.0,,170.0,179.0
201411160NYK,-106.0,-120.0,-128.0,-130.0,-128.0,,-125.0,-133.0,-102.0,108.0,106.0,110.0,100.0,,104.0,120.0
201411160OKC,204.0,177.0,175.0,175.0,159.0,,175.0,179.0,-222.0,-196.0,-217.0,-208.0,-208.0,,-213.0,-222.0
201411170BOS,116.0,108.0,106.0,110.0,-101.0,,104.0,104.0,-127.0,-120.0,-130.0,-130.0,-127.0,,-125.0,-125.0
201411170BRK,-333.0,-345.0,-312.0,-357.0,-357.0,,-370.0,-357.0,300.0,301.0,245.0,280.0,259.0,,290.0,280.0
201411170CHO,175.0,160.0,145.0,154.0,142.0,,154.0,154.0,-192.0,-179.0,-175.0,-175.0,-182.0,,-175.0,-189.0
201411170CLE,-769.0,-909.0,-1000.0,-1000.0,-909.0,,-1000.0,-909.0,620.0,703.0,700.0,650.0,530.0,,650.0,600.0
201411170DET,-196.0,-189.0,-185.0,-189.0,-189.0,,-185.0,-196.0,179.0,171.0,150.0,165.0,146.0,,165.0,160.0
201411170LAC,-250.0,-278.0,-286.0,-303.0,-303.0,,-312.0,-303.0,225.0,248.0,225.0,250.0,223.0,,245.0,245.0
201411170MEM,-179.0,-192.0,-200.0,-189.0,-189.0,,-185.0,-189.0,164.0,173.0,160.0,165.0,147.0,,165.0,154.0
201411170POR,-154.0,-164.0,-167.0,-169.0,-172.0,,-167.0,-175.0,142.0,147.0,137.0,150.0,123.0,,145.0,145.0
201411170SAS,-2500.0,-5000.0,-5000.0,-5000.0,-5000.0,,-10000.0,-2500.0,1600.0,2500.0,2100.0,1800.0,1100.0,,1700.0,1100.0
201411180ATL,-345.0,-417.0,-455.0,-455.0,-417.0,,-435.0,-455.0,309.0,358.0,340.0,325.0,294.0,,325.0,350.0
201411180MIL,-130.0,-118.0,-132.0,-130.0,-141.0,,-125.0,-130.0,120.0,106.0,108.0,110.0,106.0,,104.0,110.0
201411180SAC,-132.0,-149.0,-152.0,-145.0,-154.0,,-152.0,-149.0,122.0,136.0,125.0,125.0,116.0,,129.0,125.0
201411180UTA,-152.0,-147.0,-152.0,-149.0,-154.0,,-152.0,-154.0,140.0,131.0,125.0,129.0,117.0,,129.0,129.0
201411190BRK,-263.0,-270.0,-286.0,-263.0,-294.0,,-270.0,-303.0,240.0,239.0,225.0,229.0,218.0,,220.0,240.0
201411190CLE,-115.0,-118.0,-123.0,-125.0,-127.0,,-135.0,-125.0,106.0,106.0,102.0,104.0,-101.0,,114.0,104.0
201411190DEN,-286.0,-312.0,-345.0,-345.0,-312.0,,-345.0,-333.0,260.0,277.0,270.0,275.0,227.0,,270.0,265.0
201411190DET,131.0,124.0,120.0,125.0,117.0,,125.0,125.0,-143.0,-137.0,-147.0,-145.0,-149.0,,-147.0,-149.0
201411190HOU,-667.0,-769.0,-833.0,-909.0,-833.0,,-909.0,-909.0,550.0,638.0,600.0,600.0,509.0,,600.0,600.0
201411190IND,-143.0,-133.0,-141.0,-135.0,-135.0,,-141.0,-139.0,131.0,120.0,117.0,114.0,106.0,,120.0,114.0
201411190MIN,-104.0,-114.0,-112.0,-120.0,-118.0,,-125.0,-115.0,-104.0,102.0,-108.0,100.0,-108.0,,104.0,-105.0
201411190ORL,204.0,186.0,175.0,175.0,165.0,,175.0,175.0,-222.0,-204.0,-217.0,-208.0,-213.0,,-213.0,-213.0
201411190PHI,229.0,235.0,225.0,220.0,198.0,,204.0,200.0,-256.0,-263.0,-286.0,-263.0,-263.0,,-250.0,-250.0
201411190TOR,-233.0,-233.0,-227.0,-250.0,-244.0,,-141.0,-278.0,213.0,204.0,185.0,210.0,183.0,,120.0,220.0
201411190WAS,131.0,129.0,123.0,125.0,117.0,,114.0,120.0,-143.0,-145.0,-149.0,-145.0,-149.0,,-135.0,-143.0
201411200MIA,172.0,159.0,145.0,160.0,145.0,,,150.0,-189.0,-179.0,-175.0,-179.0,-189.0,,,-182.0
201411200SAC,-152.0,-145.0,-145.0,-145.0,-147.0,,,-149.0,140.0,131.0,118.0,125.0,114.0,,,125.0
201411210ATL,-217.0,-233.0,-256.0,-250.0,-263.0,,-250.0,-303.0,198.0,210.0,204.0,210.0,197.0,,210.0,240.0
201411210CHO,-159.0,-167.0,-169.0,-175.0,-172.0,,-172.0,-189.0,146.0,150.0,138.0,154.0,135.0,,150.0,154.0
201411210DAL,-714.0,-667.0,-769.0,-714.0,-714.0,,-714.0,-714.0,590.0,534.0,540.0,500.0,438.0,,500.0,500.0
201411210DEN,124.0,120.0,120.0,114.0,114.0,,120.0,125.0,-135.0,-133.0,-147.0,-135.0,-147.0,,-141.0,-149.0
201411210GSW,-909.0,-833.0,-1111.0,-1000.0,-1111.0,,-1111.0,-833.0,730.0,681.0,750.0,650.0,606.0,,700.0,550.0
201411210MEM,-250.0,-250.0,-286.0,-270.0,-278.0,,-270.0,-278.0,225.0,222.0,225.0,220.0,208.0,,220.0,220.0
201411210MIN,550.0,587.0,540.0,500.0,440.0,,475.0,475.0,-667.0,-714.0,-769.0,-714.0,-714.0,,-667.0,-667.0
201411210OKC,-101.0,-115.0,-119.0,-120.0,-125.0,,-125.0,-115.0,-108.0,102.0,-102.0,100.0,-102.0,,104.0,-105.0
201411210PHI,355.0,384.0,390.0,350.0,326.0,,350.0,400.0,-400.0,-455.0,-526.0,-500.0,-476.0,,-455.0,-556.0
201411210POR,-435.0,-357.0,-400.0,-385.0,-370.0,,-385.0,-455.0,380.0,313.0,300.0,290.0,266.0,,300.0,333.0
201411210TOR,-400.0,-435.0,-476.0,-455.0,-435.0,,-455.0,-500.0,355.0,373.0,359.0,325.0,308.0,,350.0,340.0
201411210WAS,100.0,-102.0,100.0,104.0,-104.0,,104.0,110.0,-109.0,-108.0,-120.0,-125.0,-122.0,,-125.0,-130.0
201411220CLE,-156.0,-149.0,-152.0,-149.0,-154.0,,-152.0,-154.0,144.0,136.0,125.0,129.0,120.0,,129.0,129.0
201411220HOU,170.0,152.0,154.0,154.0,141.0,,165.0,154.0,-185.0,-169.0,-189.0,-175.0,-182.0,,-185.0,-189.0
201411220IND,124.0,120.0,108.0,114.0,106.0,,114.0,114.0,-135.0,-133.0,-132.0,-135.0,-135.0,,-135.0,-137.0
201411220MIL,154.0,138.0,133.0,135.0,125.0,,135.0,135.0,-169.0,-154.0,-161.0,-154.0,-161.0,,-156.0,-161.0
201411220MIN,355.0,369.0,334.0,325.0,311.0,,350.0,370.0,-400.0,-435.0,-435.0,-455.0,-455.0,,-455.0,-500.0
201411220NYK,-909.0,-769.0,-833.0,-909.0,-833.0,,-909.0,-769.0,730.0,604.0,575.0,600.0,473.0,,575.0,525.0
