,Name,Id,height,weight,PG,SG,SF,PF,CE,salary,shoots,debut,birth,experience
32,Sam Merrill,merrisa01,193,92,-1,1,-1,-1,-1,2416291.0,Right,"December 23, 2020","May 15, 1996",2 years
33,Ja Morant,moranja01,190,78,1,-1,-1,-1,-1,27500400.0,Right,"October 23, 2019","August 10, 1999",3 years
34,Yves Pons,ponsyv01,198,97,-1,-1,1,-1,-1,0.0,Left,"November 12, 2021","May 7, 1999",1 year
35,Xavier Sneed,sneedxa01,196,97,-1,-1,1,-1,-1,53176.0,Right,"December 31, 2021","December 21, 1997",1 year
36,Tyrell Terry,terryty01,188,72,1,-1,-1,-1,-1,2893405.0,Right,"December 25, 2020","September 28, 2000",2 years
37,Jon Teske,teskejo01,216,120,-1,-1,-1,-1,1,53176.0,Right,"January 3, 2022","May 4, 1997",1 year
38,Killian Tillie,tilliki02,206,99,-1,-1,-1,-1,1,1901625.0,Right,"February 28, 2021","March 5, 1998",2 years
39,Xavier Tillman Sr.,tillmxa01,203,111,-1,-1,-1,1,-1,2817981.0,Right,"January 3, 2021","January 12, 1999",2 years
40,Ziaire Williams,willizi02,203,97,-1,-1,1,-1,-1,4373160.0,Right,"October 20, 2021","September 12, 2001",1 year
41,Grayson Allen,allengr01,193,89,-1,1,-1,-1,-1,10951898.0,Right,"October 22, 2018","October 8, 1995",4 years
42,Giannis Antetokounmpo,antetgi01,211,109,3,4,2,1,-1,147960110.0,Right,"October 30, 2013","December 6, 1994",9 years
43,Thanasis Antetokounmpo,antetth01,198,99,-1,-1,1,-1,-1,4982395.0,Right,"January 29, 2016","July 18, 1992",4 years
44,DeAndre' Bembry,bembrde01,196,95,-1,2,1,-1,-1,11583944.0,Right,"October 27, 2016","July 4, 1994",6 years
45,Jevon Carter,carteje01,185,90,1,-1,-1,-1,-1,10287465.0,Right,"December 15, 2018","September 14, 1995",4 years
46,Pat Connaughton,connapa01,196,94,-1,1,2,-1,-1,16506767.0,Right,"October 30, 2015","January 6, 1993",7 years
47,DeMarcus Cousins,couside01,208,122,-1,-1,-1,-1,1,91910577.0,Right,"October 27, 2010","August 13, 1990",11 years
48,Javin DeLaurier,delauja01,208,107,-1,-1,-1,-1,1,53176.0,Right,"January 1, 2022","April 7, 1998",1 year
49,Donte DiVincenzo,divindo01,193,92,-1,1,-1,-1,-1,13106790.0,Right,"October 17, 2018","January 31, 1997",4 years
50,Jeff Dowtin,dowtije01,190,83,1,-1,-1,-1,-1,106352.0,Right,"November 3, 2021","May 10, 1997",1 year
51,Langston Galloway,gallola01,185,90,2,1,-1,-1,-1,29287512.0,Right,"January 7, 2015","December 9, 1991",8 years
52,George Hill,hillge01,193,85,1,-1,-1,-1,-1,109331400.0,Right,"November 4, 2008","May 4, 1986",14 years
53,Jrue Holiday,holidjr01,190,92,1,2,-1,-1,-1,182361829.0,Right,"October 30, 2009","June 12, 1990",13 years
54,Rodney Hood,hoodro01,203,94,-1,1,2,3,-1,27910066.0,Left,"October 29, 2014","October 20, 1992",8 years
55,Serge Ibaka,ibakase01,208,106,-1,-1,-1,1,2,139044562.0,Right,"October 30, 2009","September 18, 1989",13 years
56,Georgios Kalaitzakis,kalaige01,203,87,-1,-1,1,-1,-1,515805.0,Right,"October 19, 2021","January 2, 1999",1 year
57,Luke Kornet,kornelu01,218,113,-1,-1,-1,2,1,6931624.0,Right,"February 8, 2018","July 15, 1995",5 years
58,Brook Lopez,lopezbr01,213,127,-1,-1,-1,-1,1,159179511.0,Right,"October 29, 2008","April 1, 1988",14 years
59,Sandro Mamukelashvili,mamuksa01,211,108,-1,-1,-1,1,-1,0.0,Left,"October 19, 2021","May 23, 1999",1 year
60,Wesley Matthews,matthwe02,193,99,-1,1,2,-1,-1,111874847.0,Right,"October 28, 2009","October 14, 1986",13 years
61,Khris Middleton,middlkh01,201,100,-1,2,1,-1,-1,158632891.0,Right,"November 10, 2012","August 12, 1991",10 years
62,Jordan Nwora,nworajo01,203,102,-1,-1,1,-1,-1,2416291.0,Right,"December 25, 2020","September 9, 1998",2 years
63,Semi Ojeleye,ojelese01,198,108,-1,-1,-1,1,-1,7830860.0,Right,"October 17, 2017","December 5, 1994",5 years
64,Bobby Portis,portibo01,208,113,-1,-1,-1,1,2,29826106.0,Right,"November 3, 2015","February 10, 1995",7 years
65,Justin Robinson,robinju01,185,88,1,-1,-1,-1,-1,784140.0,Left,"October 23, 2019","October 12, 1997",3 years
66,Javonte Smart,smartja01,193,92,1,-1,-1,-1,-1,0.0,Right,"December 4, 2021","June 3, 1999",1 year
67,Rayjon Tucker,tuckera01,190,94,2,1,-1,-1,-1,1139212.0,Right,"December 30, 2019","September 24, 1997",3 years
68,Luca Vildoza,vildolu01,190,86,-1,-1,-1,-1,-1,3542789.0,,"April 22, 2022","August 11, 1995",1 year
69,Lindell Wigginton,wiggili01,188,85,1,-1,-1,-1,-1,0.0,Right,"January 13, 2022","March 28, 1998",1 year
70,LaMelo Ball,ballla01,201,81,1,-1,-1,-1,-1,16071720.0,Right,"December 23, 2020","August 22, 2001",2 years
71,James Bouknight,bouknja01,196,86,-1,1,-1,-1,-1,4154400.0,Right,"October 22, 2021","September 18, 2000",1 year
72,Miles Bridges,bridgmi02,198,102,-1,-1,2,1,-1,16317853.0,Left,"October 17, 2018","March 21, 1998",4 years
73,Vernon Carey Jr.,careyve01,206,122,-1,-1,-1,-1,1,2867981.0,Left,"December 30, 2020","February 25, 2001",2 years
74,Montrezl Harrell,harremo01,201,108,-1,-1,-1,2,1,34495282.0,Right,"October 28, 2015","January 26, 1994",7 years
75,Gordon Hayward,haywago01,201,102,-1,-1,1,2,-1,209347778.0,Right,"October 27, 2010","March 23, 1990",12 years
76,Kai Jones,joneska01,211,98,-1,-1,-1,-1,1,2770560.0,Right,"October 22, 2021","January 19, 2001",1 year
77,Arnoldas Kulboka,kulboar01,206,89,-1,-1,1,-1,-1,0.0,Right,"December 10, 2021","January 4, 1998",1 year
78,Scottie Lewis,lewissc01,196,85,-1,1,-1,-1,-1,0.0,Right,"December 13, 2021","March 12, 2000",1 year
79,Cody Martin,martico01,196,92,-1,-1,1,-1,-1,4473912.0,Right,"October 25, 2019","September 28, 1995",3 years
80,Jalen McDaniels,mcdanja01,206,92,-1,-1,1,-1,-1,4198912.0,Right,"October 25, 2019","January 31, 1998",3 years
81,Kelly Oubre Jr.,oubreke01,201,92,-1,-1,1,-1,-1,51228550.0,Left,"October 30, 2015","December 9, 1995",7 years
82,Mason Plumlee,plumlma01,211,115,-1,-1,-1,-1,1,63537270.0,Right,"November 3, 2013","March 5, 1990",9 years
83,Nick Richards,richani01,213,111,-1,-1,-1,2,1,2517981.0,Right,"December 30, 2020","November 29, 1997",2 years
84,Terry Rozier,roziete01,185,86,1,2,-1,-1,-1,65469710.0,Right,"October 28, 2015","March 17, 1994",7 years
85,Ish Smith,smithis01,183,79,1,-1,-1,-1,-1,40481480.0,Right,"October 26, 2010","July 5, 1988",12 years
86,Isaiah Thomas,thomais02,175,83,1,2,-1,-1,-1,34408714.0,Left,"December 26, 2011","February 7, 1989",11 years
87,JT Thor,thorjt01,208,92,-1,-1,-1,1,-1,1250000.0,Left,"October 22, 2021","August 26, 2002",1 year
88,P.J. Washington,washipj01,201,104,-1,-1,-1,1,2,12070560.0,Right,"October 23, 2019","August 23, 1998",3 years
89,Deandre Ayton,aytonde01,211,113,-1,-1,-1,-1,1,40379230.0,Right,"October 17, 2018","July 23, 1998",4 years
90,Paris Bass,basspa01,203,90,-1,-1,1,-1,-1,106352.0,Right,"January 2, 2022","August 29, 1995",1 year
91,Bismack Biyombo,biyombi01,203,115,-1,-1,-1,-1,1,88747491.0,Right,"December 26, 2011","August 28, 1992",11 years
92,Devin Booker,bookede01,196,93,-1,1,-1,-1,-1,98388565.0,Right,"October 28, 2015","October 30, 1996",7 years
93,Mikal Bridges,bridgmi01,198,94,-1,-1,1,-1,-1,17630685.0,Right,"October 17, 2018","August 30, 1996",4 years
94,Torrey Craig,craigto01,201,100,-1,-1,1,-1,-1,10498613.0,Right,"November 28, 2017","December 19, 1990",5 years
95,Jae Crowder,crowdja01,198,106,-1,-1,1,2,-1,55487389.0,Right,"October 30, 2012","July 6, 1990",10 years
96,Aaron Holiday,holidaa01,183,83,1,-1,-1,-1,-1,10477351.0,Right,"October 17, 2018","September 30, 1996",4 years
97,Chandler Hutchison,hutchch01,198,95,-1,-1,1,-1,-1,10786739.0,Right,"October 18, 2018","April 26, 1996",4 years
98,Justin Jackson,jacksju01,203,99,-1,-1,1,2,-1,13792503.0,Right,"October 18, 2017","March 28, 1995",5 years
99,Cameron Johnson,johnsca02,203,95,-1,-1,-1,1,-1,12705600.0,Right,"October 26, 2019","March 3, 1996",3 years
100,Frank Kaminsky,kaminfr01,213,108,-1,-1,-1,2,1,20294954.0,Right,"October 28, 2015","April 4, 1993",7 years
101,Gabriel Lundberg,lundbga01,193,92,-1,1,-1,-1,-1,0.0,Right,"April 3, 2022","December 4, 1994",1 year
102,JaVale McGee,mcgeeja01,213,122,-1,-1,-1,-1,1,70692164.0,Right,"October 29, 2008","January 19, 1988",14 years
103,Abdel Nader,naderab01,196,102,-1,-1,1,-1,-1,7917045.0,Right,"October 18, 2017","September 25, 1993",5 years
104,Chris Paul,paulch01,183,79,1,-1,-1,-1,-1,331307923.0,Right,"November 1, 2005","May 6, 1985",17 years
105,Cameron Payne,payneca01,185,83,1,2,-1,-1,-1,18601096.0,Left,"November 1, 2015","August 8, 1994",7 years
106,Elfrid Payton,paytoel01,190,88,1,-1,-1,-1,-1,29856044.0,Right,"October 28, 2014","February 22, 1994",8 years
107,Landry Shamet,shamela01,193,86,-1,1,-1,-1,-1,9557142.0,Right,"October 16, 2018","March 13, 1997",4 years
108,Jalen Smith,smithja04,208,97,-1,-1,-1,1,-1,8703720.0,Right,"December 23, 2020","March 16, 2000",2 years
109,Emanuel Terry,terryem01,206,99,-1,-1,-1,1,-1,215320.0,Right,"January 27, 2019","August 21, 1996",2 years
110,Ish Wainright,wainris01,198,113,-1,-1,-1,1,-1,258558.0,Right,"November 19, 2021","September 12, 1994",1 year
111,M.J. Walker,walkemj01,196,96,-1,1,-1,-1,-1,53176.0,Right,"December 31, 2021","March 28, 1998",1 year
112,Cat Barber,barbeca01,188,86,1,-1,-1,-1,-1,103176.0,Right,"December 25, 2021","July 25, 1994",1 year
113,Bogdan Bogdanović,bogdabo01,198,99,-1,1,-1,-1,-1,63000000.0,Right,"October 23, 2017","August 18, 1992",5 years
114,Chaundee Brown Jr.,brownch05,196,97,-1,2,1,-1,-1,53176.0,Right,"December 17, 2021","December 4, 1998",1 year
115,Clint Capela,capelca01,208,108,-1,-1,-1,-1,1,69355784.0,Right,"November 6, 2014","May 18, 1994",8 years
116,John Collins,collijo01,206,106,-1,-1,-1,1,-1,34059862.0,Right,"October 18, 2017","September 23, 1997",5 years
117,Sharife Cooper,coopesh01,185,81,1,-1,-1,-1,-1,0.0,Right,"October 21, 2021","June 11, 2001",1 year
118,Gorgui Dieng,dienggo01,208,114,-1,-1,-1,2,1,73689391.0,Right,"November 1, 2013","January 18, 1990",9 years
119,Danilo Gallinari,gallida01,208,105,-1,3,1,2,-1,177685814.0,Right,"October 29, 2008","August 8, 1988",13 years
120,Malcolm Hill,hillma01,198,99,-1,2,1,-1,-1,106352.0,Right,"December 25, 2021","October 26, 1995",1 year
121,Solomon Hill,hillso01,198,102,-1,-1,1,2,-1,56408067.0,Right,"October 29, 2013","March 18, 1991",9 years
122,Kevin Huerter,huertke01,201,86,-1,1,2,-1,-1,11902517.0,Right,"October 17, 2018","August 27, 1998",4 years
123,De'Andre Hunter,huntede01,203,102,-1,-1,1,-1,-1,22265760.0,Right,"October 24, 2019","December 2, 1997",3 years
124,Wes Iwundu,iwundwe01,198,88,-1,-1,1,-1,-1,7652450.0,Right,"October 21, 2017","December 20, 1994",5 years
125,Jalen Johnson,johnsja05,206,99,-1,-1,-1,1,-1,2659560.0,Right,"October 21, 2021","December 18, 2001",1 year
126,Kevin Knox,knoxke01,201,97,-1,-1,1,2,-1,18554698.0,Right,"October 17, 2018","August 11, 1999",4 years
127,Timothé Luwawu-Cabarrot,luwawti01,201,99,-1,-1,1,-1,-1,8866034.0,Right,"October 29, 2016","May 9, 1995",6 years
128,Skylar Mays,mayssk01,193,92,-1,1,-1,-1,-1,34231.0,Right,"December 23, 2020","September 5, 1997",2 years
129,Onyeka Okongwu,okongon01,203,106,-1,-1,-1,-1,1,11917920.0,Right,"January 15, 2021","December 11, 2000",2 years
130,Cameron Oliver,oliveca01,203,108,-1,-1,1,-1,-1,428648.0,Right,"May 10, 2021","July 11, 1996",2 years
131,Cam Reddish,reddica01,203,98,-1,-1,1,-1,-1,13373880.0,Right,"October 24, 2019","September 1, 1999",3 years
132,Lance Stephenson,stephla01,198,104,3,1,2,-1,-1,37050497.0,Right,"February 27, 2011","September 5, 1990",10 years
133,Lou Williams,willilo02,185,79,1,2,-1,-1,-1,87208319.0,Right,"November 2, 2005","October 27, 1986",17 years
134,Delon Wright,wrighde01,196,83,1,2,-1,-1,-1,34268738.0,Right,"November 1, 2015","April 26, 1992",7 years
135,Trae Young,youngtr01,185,74,1,-1,-1,-1,-1,26527711.0,Right,"October 17, 2018","September 19, 1998",4 years
136,Nickeil Alexander-Walker,alexani01,198,92,-1,1,-1,-1,-1,9339480.0,Right,"October 22, 2019","September 2, 1998",3 years
137,Udoka Azubuike,azubuud01,208,127,-1,-1,-1,-1,1,4052880.0,Right,"December 23, 2020","September 17, 1999",2 years
138,Bojan Bogdanović,bogdabo02,201,102,-1,-1,1,2,-1,84597163.0,Right,"October 29, 2014","April 18, 1989",8 years
139,Jared Butler,butleja02,190,88,-1,1,-1,-1,-1,925258.0,Right,"October 20, 2021","August 25, 2000",1 year
140,Zylan Cheatham,cheatzy01,196,99,-1,-1,1,2,-1,1709389.0,Right,"November 16, 2019","November 17, 1995",2 years
141,Jordan Clarkson,clarkjo01,193,87,2,1,-1,-1,-1,75272395.0,Right,"October 28, 2014","June 7, 1992",8 years
142,Mike Conley,conlemi01,185,79,1,-1,-1,-1,-1,229812026.0,Left,"November 7, 2007","October 11, 1987",15 years
143,Malik Fitts,fittsma01,203,104,-1,-1,-1,1,-1,463746.0,Right,"April 9, 2021","July 4, 1997",2 years
144,Trent Forrest,forretr01,193,95,1,-1,-1,-1,-1,8558.0,Right,"January 5, 2021","June 12, 1998",2 years
145,Rudy Gay,gayru01,203,113,-1,-1,1,2,-1,171436169.0,Right,"November 1, 2006","August 17, 1986",16 years
146,Rudy Gobert,goberru01,216,117,-1,-1,-1,-1,1,138598196.0,Right,"October 30, 2013","June 26, 1992",9 years
147,Juancho Hernangómez,hernaju01,206,97,-1,-1,-1,1,-1,21445110.0,Right,"October 26, 2016","September 28, 1995",6 years
148,Danuel House Jr.,houseda01,198,99,-1,2,1,-1,-1,10633223.0,Right,"November 11, 2016","June 7, 1993",6 years
149,Elijah Hughes,hugheel01,196,97,-1,2,1,-1,-1,2416291.0,Right,"December 23, 2020","March 10, 1998",2 years
150,Joe Ingles,inglejo01,203,99,-1,-1,1,2,-1,66696543.0,Left,"October 29, 2014","October 2, 1987",8 years
151,Donovan Mitchell,mitchdo01,185,97,2,1,-1,-1,-1,42667521.0,Right,"October 18, 2017","September 7, 1996",5 years
152,Royce O'Neale,onealro01,193,102,-1,-1,1,-1,-1,21112377.0,Right,"October 21, 2017","June 5, 1993",5 years
153,Miye Oni,onimi01,196,93,-1,1,2,-1,-1,2507302.0,Right,"November 11, 2019","August 4, 1997",3 years
154,Eric Paschall,pascher01,198,115,-1,-1,-1,1,-1,4198912.0,Right,"October 24, 2019","November 4, 1996",3 years
155,Norvel Pelle,pelleno01,208,104,-1,-1,-1,-1,1,1556954.0,Right,"November 29, 2019","February 3, 1993",3 years
156,Denzel Valentine,valende01,193,99,-1,1,2,-1,-1,15593827.0,Right,"October 29, 2016","November 16, 1993",5 years
157,Hassan Whiteside,whiteha01,213,120,-1,-1,-1,-1,1,105685499.0,Right,"October 27, 2010","June 13, 1989",10 years
158,Keita Bates-Diop,bateske01,203,103,-1,-1,1,2,-1,3984533.0,Right,"October 26, 2018","January 23, 1996",4 years
159,Devontae Cacok,cacokde01,201,108,-1,-1,-1,1,2,364533.0,Right,"August 13, 2020","October 8, 1996",3 years
160,Zach Collins,colliza01,211,113,-1,-1,-1,2,1,23332615.0,Right,"October 20, 2017","November 19, 1997",4 years
161,Drew Eubanks,eubandr01,206,111,-1,-1,-1,2,1,3860384.0,Right,"October 20, 2018","February 1, 1997",4 years
162,Bryn Forbes,forbebr01,188,92,-1,1,-1,-1,-1,14693227.0,Right,"October 25, 2016","July 23, 1993",6 years
163,Keldon Johnson,johnske04,196,99,-1,-1,1,-1,-1,6144360.0,Right,"November 22, 2019","October 11, 1999",3 years
164,Tyler Johnson,johnsty01,190,84,1,2,-1,-1,-1,53443130.0,Left,"January 14, 2015","May 7, 1992",8 years
165,Tre Jones,jonestr01,185,83,1,-1,-1,-1,-1,2416291.0,Right,"December 30, 2020","January 8, 2000",2 years
166,Anthony Lamb,lamban01,198,102,-1,-1,1,-1,-1,85578.0,Right,"March 11, 2021","January 20, 1998",2 years
167,Jock Landale,landajo01,211,116,-1,-1,-1,-1,1,925258.0,Right,"October 20, 2021","October 25, 1995",1 year
168,Romeo Langford,langfro01,193,97,-1,1,-1,-1,-1,10893960.0,Right,"October 30, 2019","October 25, 1999",3 years
169,Doug McDermott,mcderdo01,201,102,-1,-1,1,2,-1,46186435.0,Right,"October 29, 2014","January 3, 1992",8 years
170,Jaylen Morris,morrija01,196,83,-1,1,-1,-1,-1,289466.0,Right,"February 28, 2018","September 19, 1995",3 years
171,Dejounte Murray,murrade01,193,81,1,-1,-1,-1,-1,36074257.0,Right,"October 29, 2016","September 19, 1996",5 years
172,Jakob Poeltl,poeltja01,216,111,-1,-1,-1,-1,1,29083658.0,Right,"October 26, 2016","October 15, 1995",6 years
173,Joshua Primo,primojo01,198,86,-1,-1,1,-1,-1,3946800.0,Right,"October 20, 2021","December 24, 2002",1 year
174,Josh Richardson,richajo01,196,90,-1,1,2,-1,-1,44836167.0,Right,"November 5, 2015","September 15, 1993",7 years
175,Tomáš Satoranský,satorto01,201,95,2,1,3,-1,-1,38375000.0,Right,"October 27, 2016","October 30, 1991",6 years
176,Devin Vassell,vassede01,196,90,-1,-1,1,-1,-1,8268600.0,Right,"December 23, 2020","August 23, 2000",2 years
177,Lonnie Walker IV,walkelo01,193,92,-1,1,-1,-1,-1,12457536.0,Right,"January 3, 2019","December 14, 1998",4 years
178,Derrick White,whitede01,193,86,2,1,-1,-1,-1,23714695.0,Right,"October 18, 2017","July 2, 1994",5 years
179,Joe Wieskamp,wieskjo01,198,96,-1,1,-1,-1,-1,202068.0,Right,"November 10, 2021","August 23, 1999",1 year
180,Thaddeus Young,youngth01,203,106,-1,-1,-1,1,-1,137132787.0,Left,"November 7, 2007","June 21, 1988",15 years
181,LaMarcus Aldridge,aldrila01,211,113,-1,-1,-1,1,2,215912616.0,Right,"November 12, 2006","July 19, 1985",16 years
182,Bruce Brown,brownbr01,193,91,1,3,2,-1,-1,8655279.0,Right,"October 17, 2018","August 15, 1996",4 years
183,Nic Claxton,claxtni01,211,97,-1,-1,-1,-1,1,4198912.0,Left,"November 8, 2019","April 17, 1999",3 years
184,Seth Curry,curryse01,188,83,2,1,-1,-1,-1,33320061.0,Right,"January 5, 2014","August 23, 1990",8 years
185,Goran Dragić,dragigo01,190,86,1,2,-1,-1,-1,152462432.0,Left,"October 29, 2008","May 6, 1986",14 years
186,Andre Drummond,drumman01,208,126,-1,-1,-1,-1,1,139992472.0,Right,"October 31, 2012","August 10, 1993",10 years
187,David Duke Jr.,dukeda01,196,92,1,-1,-1,-1,-1,0.0,Right,"December 8, 2021","October 13, 1999",1 year
188,Kevin Durant,duranke01,208,108,-1,3,1,2,-1,307385868.0,Right,"October 31, 2007","September 29, 1988",14 years
189,Kessler Edwards,edwarke02,203,97,-1,-1,1,-1,-1,5318.0,Right,"November 16, 2021","August 9, 2000",1 year
190,James Ennis III,ennisja01,198,97,-1,2,1,-1,-1,14541597.0,Right,"October 29, 2014","July 1, 1990",8 years
191,Wenyen Gabriel,gabriwe01,206,92,-1,-1,-1,1,-1,3493595.0,Right,"October 23, 2019","March 26, 1997",3 years
192,Blake Griffin,griffbl01,206,113,-1,-1,-1,1,2,258368568.0,Right,"October 27, 2010","March 16, 1989",12 years
193,James Harden,hardeja01,196,99,2,1,-1,-1,-1,271996502.0,Left,"October 28, 2009","August 26, 1989",13 years
194,Joe Harris,harrijo01,198,99,-1,1,2,-1,-1,53663246.0,Right,"October 31, 2014","September 6, 1991",8 years
195,Shaquille Harrison,harrish01,201,86,2,1,-1,-1,-1,3605661.0,Left,"February 23, 2018","October 6, 1993",5 years
196,Kyrie Irving,irvinky01,188,88,1,-1,-1,-1,-1,194822757.0,Right,"December 26, 2011","March 23, 1992",11 years
197,James Johnson,johnsja01,201,108,-1,-1,2,1,3,79596697.0,Right,"October 30, 2009","February 20, 1987",13 years
198,Patty Mills,millspa02,185,81,1,2,-1,-1,-1,68753853.0,Right,"January 4, 2010","August 11, 1988",13 years
199,Paul Millsap,millspa01,201,116,-1,-1,-1,1,2,195823761.0,Right,"November 1, 2006","February 10, 1985",16 years
200,Day'Ron Sharpe,sharpda01,211,120,-1,-1,-1,1,-1,2009040.0,Right,"October 24, 2021","November 6, 2001",1 year
201,Cam Thomas,thomaca02,193,95,-1,1,-1,-1,-1,2036280.0,Right,"October 19, 2021","October 13, 2001",1 year
202,Will Barton,bartowi01,198,82,-1,1,2,-1,-1,66609472.0,Right,"November 2, 2012","January 6, 1991",10 years
203,Bol Bol,bolbo01,218,99,-1,-1,-1,1,-1,4219392.0,Right,"August 1, 2020","November 16, 1999",3 years
204,Facundo Campazzo,campafa01,178,88,1,-1,-1,-1,-1,6075000.0,Right,"December 23, 2020","March 23, 1991",2 years
205,Vlatko Čančar,cancavl01,203,107,-1,-1,-1,1,-1,4198912.0,Right,"October 31, 2019","April 10, 1997",3 years
206,Petr Cornelie,cornepe01,211,99,-1,-1,-1,1,-1,0.0,Right,"October 25, 2021","July 26, 1995",1 year
207,PJ Dozier,doziepj01,198,92,2,1,-1,-1,-1,3856771.0,Right,"February 8, 2018","October 25, 1996",5 years
208,Aaron Gordon,gordoaa01,203,106,-1,-1,2,1,-1,94019460.0,Right,"October 28, 2014","September 16, 1995",8 years
209,JaMychal Green,greenja01,203,102,-1,-1,-1,1,-1,38251936.0,Right,"January 18, 2015","June 21, 1990",8 years
210,Jeff Green,greenje02,203,106,-1,-1,2,1,3,80294563.0,Right,"October 31, 2007","August 28, 1986",14 years
211,Markus Howard,howarma02,178,79,-1,1,-1,-1,-1,0.0,Right,"December 25, 2020","March 3, 1999",2 years
212,Bones Hyland,hylanbo01,190,78,-1,1,-1,-1,-1,2096880.0,Right,"October 25, 2021","September 14, 2000",1 year
213,Nikola Jokić,jokicni01,211,128,-1,-1,-1,-1,1,115361091.0,Right,"October 28, 2015","February 19, 1995",7 years
214,Carlik Jones,jonesca03,185,83,1,-1,-1,-1,-1,106352.0,Right,"December 23, 2021","December 23, 1997",1 year
215,Monte Morris,morrimo01,188,83,1,-1,-1,-1,-1,13510392.0,Right,"December 12, 2017","June 27, 1995",5 years
216,Zeke Nnaji,nnajize01,206,108,-1,-1,-1,1,-1,4878600.0,Right,"December 28, 2020","January 9, 2001",2 years
